Date,KIMBERA.MF.Equity,GAPB.MF.Equity,CEMEXCPO.MF.Equity,ASURB.MF.Equity,GFNORTEO.MF.Equity,KOFUBL.MF.Equity,ACa.MF.Equity,VOLARA.MF.Equity,LABB.MF.Equity,FEMSAUBD.MF.Equity,OMAB.MF.Equity,GFINBURO.MF.Equity,AMXL.MF.Equity,ALSEAa.MF.Equity,ORBIAa.MF.Equity,PE&OLESa.MF.Equity,GRUMAB.MF.Equity,RA.MF.Equity,WALMEXa.MF.Equity,BOLSAA.MF.Equity,LIVEPOLC.MF.Equity,CUERVOa.MF.Equity,ELEKTRAa.MF.Equity,SITES1.MF.Equity,MEGACPO.MF.Equity,Qa.MF.Equity,GCCa.MF.Equity,BIMBOA.MF.Equity,GMEXICOB.MF.Equity,GCARSOA1.MF.Equity,TLEVICPO.MF.Equity,VESTAa.MF.Equity,ALFAA.MF.Equity,PINFRAa.MF.Equity
26-02-2021,33.45,211.64,13.94,391.43,105.06,87.79,94.77,31.5,20.99,143.14,121.36,18.86,13.39,25.44,48.79,287.15,228.02,94.74,59.68,42.85,63.33,43.15,1385.84,18.47,72.24,113.79,130.81,39.3,99.33,51.84,31.13,39.49,11.39,153.88
1-03-2021,34.38,213.96,14.07,382.13,105.34,89.02,95.56,32.33,20.5,143.75,126.43,18.51,13.42,27.17,48.3,288.14,229,94.78,60.54,42.2,63.42,43.16,1383.87,18.29,72.36,113.48,131.97,39.7,99.39,52.04,30.84,39.92,11.49,155.89
2-03-2021,34.14,219.79,14.37,385.03,107.8,90.99,96.79,32.47,20.56,145.54,130.99,18.65,13.54,27.45,49.93,288.79,233.16,95.82,61.36,42.83,64.38,44.74,1381.91,18.01,72,115.91,131.48,40.59,105.77,52.65,31.42,40.5,11.47,155.07
3-03-2021,34.82,226.47,15.18,383.61,112.82,92.97,97.05,33.01,20.45,146.12,134.39,18.85,13.76,26.57,50,292.38,233.73,96.64,63.12,43.82,64.07,44.24,1380.42,18.26,72.57,113.74,134.54,40.79,103.96,53.26,31.5,40.24,11.73,156.47
4-03-2021,34.19,223.4,14.34,368.99,108.25,96.18,98.47,32.49,20.9,151.61,131.98,18.65,13.83,26.56,49.98,280.48,235.18,96.58,63.86,43.5,64.17,45,1379.52,18.16,72.99,115.18,136.43,40.62,100.55,54.4,31.26,40.72,11.75,155.59
5-03-2021,34.99,228.89,14.63,363.89,105.64,98.64,99.2,32.53,20.72,157.22,136.02,18.86,14.05,26.98,51.6,281.46,239.82,97.46,63.23,42.54,63.42,45.19,1379.13,18.3,72.29,113.88,137.8,41.48,100.2,53.76,31.55,40.31,12.18,158.76
8-03-2021,35.01,224.49,14.91,356.84,112.22,100.95,101.35,33.28,21.75,156.6,136.86,19.12,13.93,26.89,51.75,282.12,242.47,98.46,64.42,42.04,63.17,45.51,1384.58,18.2,72.44,113.31,141.96,41.81,104.97,54.25,32.67,42.02,12.03,160.28
9-03-2021,35.4,222.32,14.91,355.9,113.68,100,101,33.54,21.29,155.82,136.03,19.14,13.85,27.18,53.84,287.44,242.18,96,64.27,42.61,64.25,45.8,1378.77,18.35,72.07,113.68,143.25,42.37,105.6,54.81,32.38,40.82,12.11,156.24
10-03-2021,35.01,225.28,14.61,354.05,119.45,98.64,102.77,34.21,20.92,155.2,135.83,19.32,13.95,27.74,54.45,285.33,243.09,96.02,65.89,42.7,64.41,45.89,1379.72,18.63,73.14,115.03,143.47,42.75,106.02,56.44,33.25,41.08,12.32,155.18
11-03-2021,35.08,225,15.2,354.75,117.8,98.72,100.66,33.6,20.4,155.83,133.59,19.41,14.01,28.18,52.45,290.21,242.28,94.91,64.56,42.65,65.92,46.22,1383.39,19.46,72.97,115.02,144.35,43.21,106.67,55.26,35.45,41.86,12.28,155.56
12-03-2021,34.36,229.54,15.1,364.68,118.35,98.48,100.27,32.5,20.5,153.47,131.08,19.08,14.17,28.56,52.29,287.86,241.1,91.74,65.19,42.41,65.72,46.59,1389.6,19.12,73.54,115.37,142.54,43.03,107.75,55.08,35.7,41.74,12.29,155.64
15-03-2021,34.36,229.54,15.1,364.68,118.35,98.48,100.27,32.5,20.5,153.47,131.08,19.08,14.17,28.56,52.29,287.86,241.1,91.74,65.19,42.41,65.72,46.59,1389.6,19.12,73.54,115.37,142.54,43.03,107.75,55.08,35.7,41.74,12.29,155.64
16-03-2021,35.65,232.98,14.68,375.06,119.9,99.7,101.95,32.48,20.72,155.73,142.55,19.44,14.3,29.05,54.52,289.99,240.7,96.51,66.29,43.36,67.12,47.01,1399.92,20.34,75.5,117.96,145.07,43.91,104.49,56.11,37.49,43.07,12.26,160.01
17-03-2021,35.86,233.68,14.56,381.27,116.44,99.68,101.66,32.64,20.79,152.37,145.17,19.24,14.18,29.28,54.49,285.54,240.12,98.49,63.49,43.85,68.11,46.49,1399.37,21.34,74.14,117.48,144.22,43.62,104.26,56.72,37.58,43.01,12.29,163.63
18-03-2021,35.7,231.65,14.18,390.36,116.42,98.54,102.04,31.04,20.73,152.44,145.6,19.25,14.18,30.03,54.5,283.22,240.02,97.16,63.68,42.97,67.92,46.01,1399.58,21.99,73.47,116.94,141.86,43.58,103.74,56.47,37.91,43.11,12.09,162.27
19-03-2021,35.65,224.54,13.89,366.35,111.33,95.97,102.58,30.4,20.76,155.02,136.3,18.35,14.33,30.8,53.84,277.57,241.38,102.15,62.11,42.29,67.16,45.73,1395.67,21.68,74.08,116.18,140.56,42.92,102.13,53.63,40.96,42.77,12.24,159.94
22-03-2021,35.45,225.86,13.82,368.33,115.95,97.12,102.35,30.53,21.09,154.93,138.86,18.81,14.26,30.81,54.8,282.17,237.49,99.5,62.3,42.45,68.03,45.24,1391.76,21.33,73.88,117.4,141.35,42.13,101.81,54.59,40.54,43.74,12.22,162.33
23-03-2021,34.45,220.73,13.26,356.97,112.36,97.41,102.26,29.46,20.81,155.68,136.3,18.27,14.07,30.69,53.79,277.14,237.22,99.17,62.73,42.41,68.49,45.37,1384.66,20.75,74.36,114.84,140.03,42.53,101.7,54.02,38.75,43.89,11.98,160.54
24-03-2021,34.34,215.42,13.44,357.59,112.41,97.08,101.73,28.77,20.55,157.86,129.88,18.28,14.06,30.81,53.53,270.66,235.33,96.47,64.28,40.98,68.57,46.19,1377.53,20.06,73.61,112.98,140.9,43.26,100.02,54,38.94,45.11,11.72,160.44
25-03-2021,34.53,209.07,13.57,344.71,117.63,96.21,100.46,29.08,20.83,156.54,126.9,18.42,14.13,31.22,54.6,271.09,237.07,94.09,65.48,42.13,68.78,44.94,1376.53,20.03,73.52,113.41,140.76,43.12,100.58,54.78,39.56,43.62,11.97,159.26
26-03-2021,34.44,208.76,13.83,350.06,115.12,94.93,101.63,28.88,20.94,153.73,125.6,18.44,14.05,31.45,55.95,267.45,244.12,94.04,69.95,41.84,71.2,45.76,1380.11,20.17,73.67,111.06,139.44,42.71,102.4,55.72,38.98,43.52,11.86,164.43
29-03-2021,34.48,211.41,13.93,357.81,117.1,95.48,104.74,28.24,20.51,158.05,129.43,18.86,14.27,31.98,56.59,269.99,244.8,99.11,66.31,41.92,73.23,46.78,1380.22,21.22,74.76,112.36,141.64,44.22,103.84,58.1,39.28,44,12.09,166.97
30-03-2021,34.68,213.3,14.9,358.11,117.32,95.55,103.9,28.98,20.87,157.64,129.16,18.83,14.28,30.93,57.02,263.07,243.3,97.09,66.24,41.6,71.65,46.75,1386.29,21.83,73.97,111.51,144.13,42.89,103.99,57.41,38.25,43.66,12.19,165.4
31-03-2021,34.93,213.66,14.42,363.03,115.13,94.41,100.85,29.13,20.61,154.09,128.52,18.57,13.96,30.28,54.57,263.63,241.39,95.92,64.47,41.25,71.63,46.76,1374.28,21.25,73.24,112.42,141.86,42.9,107.46,55.88,36.38,42.82,11.8,156.36
1-04-2021,34.93,213.66,14.42,363.03,115.13,94.41,100.85,29.13,20.61,154.09,128.52,18.57,13.96,30.28,54.57,263.63,241.39,95.92,64.47,41.25,71.63,46.76,1374.28,21.25,73.24,112.42,141.86,42.9,107.46,55.88,36.38,42.82,11.8,156.36
2-04-2021,34.93,213.66,14.42,363.03,115.13,94.41,100.85,29.13,20.61,154.09,128.52,18.57,13.96,30.28,54.57,263.63,241.39,95.92,64.47,41.25,71.63,46.76,1374.28,21.25,73.24,112.42,141.86,42.9,107.46,55.88,36.38,42.82,11.8,156.36
5-04-2021,34.52,214.92,14.66,370.36,122.72,94.28,103.06,30.08,20.52,159.66,130.43,18.86,14.28,31.54,55.79,262.42,244.64,95.99,66.86,41.77,72.71,47.04,1378.59,20.83,73.54,111.56,141.81,43.05,106.66,57.78,37.16,44.34,11.72,159.62
6-04-2021,34.6,216.97,14.17,371.34,120.08,94.61,103.63,30.47,20.61,163.02,129.04,18.96,14.17,31.13,55.96,267.85,244.44,95.84,65.11,41.9,74.44,47.39,1387.04,20.49,73.16,113.62,140.59,42.58,105.68,58.93,38.5,43.46,11.82,160.26
7-04-2021,34.67,218.11,14.44,372.99,118.51,94.5,103.29,30.18,20.76,161.75,130.84,19.23,14.1,30.36,55.21,265.42,245.78,96.86,63.97,42.04,74.33,47.8,1387.94,20.74,74.65,113.8,139.73,42.44,105.29,59.62,39.61,43.9,11.78,160.29
8-04-2021,35.15,220.79,14.38,378.65,118.89,96.39,104.6,31.29,20.7,162.59,132.82,19.05,14.41,30.59,53.58,271.19,246.75,96.37,66.11,42.91,74.77,47.17,1384.08,20.53,74.78,114.14,137.45,42.14,103.18,59.39,40.45,43.49,11.71,160.52
9-04-2021,34.85,220.81,14.42,369.9,116.81,96.91,104.58,31.61,20.73,162.91,133.93,18.7,14.11,30.84,53.2,263.62,243.81,99.92,63.94,44.13,74.9,47.23,1378.81,20.28,73.86,112.23,138.44,42.09,101.57,57.39,39.78,43.26,11.69,158.18
12-04-2021,35.25,212.26,14.2,355.68,116.79,96.33,104.8,31.26,20.71,161.47,129.29,18.79,14.13,30.71,52.46,263.26,244.65,96.97,63.44,43.65,74.05,47.13,1374.17,20.14,73.94,114.41,137.56,41.92,100.98,59.42,40.31,43.4,11.63,156.29
13-04-2021,35.24,217.58,13.96,366.06,117.21,96.39,104.95,31.45,20.85,161.02,135.72,18.81,14.16,32.39,51.48,263.35,243.78,96.69,64.04,44.81,78.49,47.86,1370.57,20.49,74.26,113.55,138.6,41.6,101.07,59.48,40.66,42.65,11.62,156.99
14-04-2021,35.61,216.76,14.69,364.07,120.99,95.85,104.28,30.92,20.73,160.5,134.17,18.96,14.18,34.03,52.19,264.09,242.89,99.05,64.12,44.81,77.87,48.28,1372.64,20.25,76.67,114.92,138.24,41.87,102.14,60.1,49.95,42.38,11.89,157.49
15-04-2021,35.43,214.49,14.97,360.49,121.72,95.8,104.05,31.51,20.71,160.66,132.94,19.21,14.28,33.99,51.91,275.72,246.39,101.4,63.26,45.65,78,48.19,1370.67,19.94,75.88,114.75,138.93,41.88,105.18,60.54,48.76,40.49,12.05,156.7
16-04-2021,35.99,214.07,15.04,360.73,121.67,94.16,104.18,30.98,21.03,159.66,132.46,19.29,14.48,34.38,52.37,283.92,251.39,101.96,63.64,44.92,77.98,48.57,1377.17,19.72,77.93,114.19,137.18,41.68,103.67,61.15,52.11,40.2,12.15,157.03
19-04-2021,35.6,208.93,14.56,351.14,119.76,95.01,104.54,30.01,20.8,156.94,129.65,19.06,14.34,34.59,52.57,273.28,246.57,99.53,62.14,44.98,78.66,46.63,1372.08,19.31,77.58,114.75,139.23,41.04,102.38,58.37,53.46,40.16,12.26,156.83
20-04-2021,36.39,208.19,14.71,348.63,118.6,95.85,108.71,29,20.64,159.19,129.92,19.47,14.57,34.61,53.41,273.86,249.07,102,63.9,45.77,78.93,46.81,1378.08,19.48,77.13,116.72,141.41,41.8,102.29,58.52,53.42,40.3,12.74,158.15
21-04-2021,37.26,214.28,14.85,356.18,118.72,97.71,110.99,29.86,20.55,160.6,130.02,19.5,14.5,35.8,53.8,285.03,247.78,101.01,63.28,44.74,78.6,47.88,1378.48,19.48,80.53,113.06,141.52,42.23,104.35,60.77,53.38,40.31,13.49,161.24
22-04-2021,37.44,214.49,14.7,357.44,121.99,98.07,113.06,30.09,20.61,160.95,133.97,19.58,14.56,36.51,56.59,284.8,235.32,101.58,64.58,44.69,78.78,48.37,1406.7,19.42,79.9,111.66,142.58,42.62,102.3,61.29,52.38,39.97,14,162.36
23-04-2021,37.61,217.66,15.07,356.25,121.96,98.87,111.61,32.01,20.85,160.57,134.37,19.61,14.5,35.76,55.85,277.55,232.89,102.59,65.05,44.55,80.04,48.07,1436.67,20,78.74,111.29,140.98,42.04,101.81,62.14,50.76,39.08,13.93,162.87
26-04-2021,36.34,212.54,15.2,345.23,120.67,98.09,110.45,32.23,20.73,160.23,132.63,19.32,14.57,35.51,55.67,273.96,233.02,101.07,64.45,44.02,79.62,46.93,1447.21,19.9,77.99,112.09,141.98,41.67,102.11,59.72,51.9,39.06,14,161.83
27-04-2021,35.51,212.09,15.4,346.52,118.81,96.97,111.1,33.65,20.91,159.66,130.19,19.31,14.59,34.13,55.52,272.09,228.97,103.07,65.12,45.1,80.44,49.38,1457.35,19.37,78.3,113.41,141,40.94,100.7,60.38,51.26,39.32,14.08,161.96
28-04-2021,35.91,210.69,15.25,345.37,119.23,96.74,110.75,33.08,20.99,159.2,128,19.43,14.3,34.78,54.85,272.99,227.49,101.99,65.64,45.63,83.56,49.23,1454.98,19.29,75.97,111.3,142.98,41.28,97.55,59.79,50.52,39.36,14.16,160.89
29-04-2021,36.03,211.42,16.14,340.72,121.25,97.7,110.12,33.28,20.72,160.98,127.29,19.62,14.31,34.18,56.7,264.73,226.51,106.59,66.06,45.21,84.65,49.23,1509.5,19.32,74.28,111.37,143.62,41.83,94.77,59.6,52.35,39.63,14.11,161.33
30-04-2021,35,208.24,16.09,342.61,115.25,94.83,108.46,32.91,20.24,156.89,125.96,18.82,14.15,32.95,56.5,260.87,220.29,102.91,66.31,44.94,85.69,48.31,1521.83,19.13,74.11,110.06,143.94,40.54,91.57,57.75,50.26,39.48,14.17,156.54
3-05-2021,35.22,208.98,16.42,350.45,120.29,95.01,109.54,32.79,19.88,159.21,127.05,19.57,14.17,33.34,57.37,277.31,219.38,102.64,65.87,44.91,85.32,49.11,1540.1,19.1,74.14,112.76,145.17,41.12,90.93,58.55,50.96,38.85,14.02,157.32
4-05-2021,35.27,213.7,16.6,354.63,119.81,94.9,109.24,33.06,19.75,158.62,128.28,19.45,14.07,32.39,55.73,275.36,218.11,98.92,65.44,45.58,83.66,49.27,1549.68,19.1,73.59,107.79,142.2,41.21,89.75,58.83,50.73,38.4,13.81,157.45
5-05-2021,35.15,214.88,16.86,358.5,118.08,94.58,108.95,34.15,19.72,157.55,126.65,19,14.16,32.94,55.4,275.3,217.09,98.33,64.58,45.04,81.73,48.62,1572.35,19.03,73.53,107.93,142.01,40.93,93.52,59.03,50.41,38.32,13.78,156.29
6-05-2021,35.09,216.8,17.24,357.57,119.16,95.93,109.91,34.52,19.65,158.06,126.04,18.95,14.45,32.76,56.64,284.01,218.79,99.59,65.04,45.46,83.56,48.03,1571.88,18.8,73.8,108.31,142.16,41.03,96.62,58.39,50.77,37.71,13.9,156.56
7-05-2021,35.13,215.58,17.13,360.42,119.57,93.88,108.93,34.92,19.19,158.87,125.01,19.38,14.75,32.24,56.76,282.9,214.19,98.83,65.08,45.42,83.26,48.04,1604.31,18.85,73.88,109.51,143.21,41.1,100.21,57.71,50.67,38.67,14.09,154.97
10-05-2021,35.61,225.2,16.88,369.09,120.1,96.78,109.48,35.01,19.27,161.33,129.47,19.61,14.74,32.35,57,290.24,215.24,99.84,63.95,45.86,83.77,47.97,1608.47,19.2,74.53,110.15,144.51,40.65,108.93,59.11,50.53,39.68,13.97,157.02
11-05-2021,35.52,223.44,17.1,367.2,117.66,96.59,109.12,35.64,19.19,158.92,128.86,19.37,14.87,31.91,56.68,285.21,208.04,99.83,63.14,46.48,83.64,47.63,1611.09,18.86,74.47,110.52,143.69,40.51,109.8,58.49,50.1,39.34,13.95,156.65
12-05-2021,35.12,221.02,15.93,362.53,116.58,94.46,107.84,34.7,19.19,159.18,126.16,19.05,14.74,31.82,55.44,276.52,208.94,99.48,62.66,44.67,81.87,48,1603.66,18.97,75.07,106.24,143.62,40.5,104.57,57.73,49.53,39.24,13.55,154.44
13-05-2021,34.9,220.51,16.14,359.26,118.11,95.76,108.47,34.82,19.47,161.44,125.43,19.07,14.76,31.97,55.64,276.72,208.01,100.9,61.75,44.07,81.57,47.98,1609.79,19.01,73.89,106.66,144.56,39.78,103.61,57.9,49.55,39.21,13.81,153.7
14-05-2021,35.15,226.54,16.62,371.53,123.26,97.12,108.87,35.85,19.06,163.94,130.43,19.23,14.67,32.13,56.93,275.59,206.82,101.31,62.08,44.54,81.35,47.49,1608.03,18.66,74,107.66,143.19,39.01,100.58,57.66,50.42,39.76,13.89,154.09
17-05-2021,35.27,223.76,16.87,367.2,125.9,96.71,107.84,35.71,19.52,162.62,128.79,19.23,14.79,32.23,56.79,285.15,205.57,104.38,62.32,44.99,81.1,47.38,1610.18,18.6,73.99,107.63,143.03,39.5,100.33,58.18,50.09,39.47,13.73,153.07
18-05-2021,35.55,224.59,16.61,365.6,129.44,98.36,107.9,35.2,20.48,168.16,127.39,19.46,14.9,33.09,56.68,289.14,206.88,104.89,62.14,45.25,83.73,47.49,1612.23,18.66,72.19,107.88,144.9,39.9,101.54,58.21,50.49,39.3,13.71,153.93
19-05-2021,35.3,223.47,16.27,364.32,129.29,98.02,107.99,35.33,20.01,167.17,125.3,19.46,14.8,32.6,56.76,282.29,205.17,104.95,62.55,44.82,84.39,47.07,1611.94,18.67,72.13,108.82,146.12,40.03,97.95,58.29,50.06,39.22,13.88,153.75
20-05-2021,35.77,225.24,16.63,370.79,136,98.19,108.65,36.18,19.95,169.21,127.15,19.44,15.07,32.39,57.07,283.52,210.82,105.26,62.51,45.29,86.63,48.04,1611.24,18.77,71.53,109.43,146.5,40.79,94.79,58.15,50.81,39.68,13.91,155.57
21-05-2021,35.4,220.99,16.54,371.31,137.3,98.08,109.01,35.98,20.1,165.18,124.08,19.39,14.97,31.53,56.37,286.27,208.78,106.75,62.88,45.01,87.67,47.89,1611.99,18.72,73.89,108.84,145.73,40.02,95.78,57.11,50.49,39.6,14,152.84
24-05-2021,35.1,221.47,16.59,370.45,130.45,97.22,108.93,34.44,20.48,165,128.12,19.53,15.04,31.91,56.38,276.81,209.91,106.26,62.77,44.84,84.68,48.18,1616.15,18.94,73.33,107.72,145.19,40.5,94.05,56.98,50.67,39.18,14.07,154.36
25-05-2021,35.05,213.18,15.9,354.81,131.11,96,109.33,33.88,20.33,162.29,124.28,19.24,14.9,31.67,55.32,276.9,208.74,104.57,63,44.59,84.12,47.7,1618.41,18.88,73.28,108.07,145.98,41.25,91,55.68,50.15,39.48,13.92,155.14
26-05-2021,35.33,213.06,15.97,360.2,131.37,96.5,108.92,33.92,20.47,161.49,127.28,19.38,15.03,31.61,56.36,283.74,212.09,103.76,63.04,44.6,83.77,48.05,1618.21,18.93,73,109.37,146.58,42.55,91.65,56.33,51.2,41.21,13.82,153.22
27-05-2021,35.59,209.5,16.21,350.97,138.02,96.02,106.6,34.31,20.79,161.51,127.21,19.43,15.24,32,57,289.09,211.94,104.15,62.75,44.23,82.92,48.84,1621.07,19.05,73.11,110.06,145.27,43.24,92.85,58.35,52.7,40.82,13.83,156.15
28-05-2021,35.95,209.84,16.47,350.55,136.2,97.49,110.95,34.44,20.78,163.17,127.07,19.71,15.31,33.03,56.1,297.47,214.66,106.98,63.73,44.62,83.46,50.12,1620.32,19.29,74.68,109.59,145.87,43.29,95.59,59.96,51.94,40.54,13.95,159.69
31-05-2021,36.07,215.08,16.81,363.28,137.48,99.17,113.04,34.53,20.94,167.39,128.06,20.23,15.58,33.41,56.41,302.59,217.04,107.48,65.4,44.5,84.22,50.19,1625.61,19.82,75.91,108.48,147.55,43.85,97.14,60.28,52.9,41.03,13.98,159.69
1-06-2021,36.03,218.24,17.64,361.75,132.11,99.28,111.14,35.79,20.73,165.94,130.07,20.54,15.24,34.06,55.77,307.54,216.56,107.64,65.05,44.37,83.58,50.74,1631,19.72,75.4,108.8,153.29,43.56,96.86,62.92,53.21,40.16,14.13,161.97
2-06-2021,36.04,215.05,16.73,358.85,133.91,97.79,110.82,35.14,20.66,167.72,130.71,20.59,15.24,34.38,55.61,313.83,217.91,106.51,64.89,44.11,85.77,51.71,1619.8,19.67,74.96,108.85,150.06,43.69,98.01,64.92,54.59,40.47,14.89,161.76
3-06-2021,36.1,213.31,16.56,350.02,132.96,98.72,111.99,33.95,20.81,168.28,129.84,20.37,15.29,33.49,55.07,305.38,221.17,104.35,65.05,43.24,86.05,51.32,1630.22,19.44,74.71,105.37,150.94,44.2,97.68,62.9,54.89,39.94,14.85,161.08
4-06-2021,35.77,209.18,16.37,350.94,131.83,99.04,111.46,33.4,20.19,167.53,129.22,20.33,15.35,33.02,55.34,308.78,219.87,102.07,63.84,43.51,87.03,51.7,1624.36,19.27,74.62,104.44,151.97,43.75,99.69,64.12,54.83,40.03,14.79,160.45
7-06-2021,37.38,214.95,16.85,351.86,138.99,100.57,112.05,33.4,20.44,172.03,128.96,21.15,15.99,35.34,56.02,310.49,216.91,107.78,64.62,44.16,89.7,53.28,1627.92,19.56,74.54,106.83,155.49,44.26,92.88,65.23,58.75,41.3,14.66,162.93
8-06-2021,36.88,214.41,16.88,347.88,132.81,100.24,111.25,33.71,21.03,168.69,128.71,21.32,15.63,35.2,55.34,303.92,218.52,107.68,65.94,44.35,90,53.21,1629.03,19.41,73.91,106.02,155.26,45.27,90.94,66.74,57.04,40.87,14.72,163.48
9-06-2021,36.76,220.23,16.63,361.17,132.79,100.98,111.52,33.99,20.51,169.51,129.76,20.66,15.66,36.07,54.28,298.44,219.71,107.24,64.81,44.13,88.19,53.13,1621.21,19.4,73.56,106.18,152.12,45.25,92.17,65.01,57.48,40.71,14.69,163.65
10-06-2021,36.72,224.97,16.42,366.46,131.63,101.06,111.8,34.17,20.18,170.05,131.31,20.6,15.92,38.32,54.77,297.36,218.71,106.88,65.21,43.67,89.81,53.24,1619.34,19.31,73.14,106.24,151.73,44.74,91.66,65.23,57.06,40.56,14.77,162.6
11-06-2021,37.07,226.63,16.62,378.56,130.7,102.12,112.92,35.35,20.6,172.09,130.09,20.61,16.24,38.06,55.25,296.88,219.37,108.3,65.03,43.9,90.73,53.28,1620.38,19.45,73.04,104.13,153.2,44.5,93.35,65.48,57.34,40.21,15.45,163.63
14-06-2021,37.01,227.29,16.1,375.99,130.67,102.09,111.92,36.09,21.13,171.34,130.48,20.58,16.13,37.68,55.21,300.92,220.01,108.15,64.92,43.95,89.21,53.01,1621.79,19.14,72.95,101.3,153.59,44.63,92.93,65.45,56.75,40.84,15.47,163.75
15-06-2021,37.09,229.14,16.15,383.18,132.11,103.43,112.5,36.77,21.15,171.11,133.27,20.35,15.82,36.42,54.07,300.71,220.78,108.72,65.65,43.49,89.97,53.05,1616.48,18.86,72.17,96.84,152.09,44.81,91.41,65.92,55.9,40.86,15,164.64
16-06-2021,36.61,228.06,16.21,378,132.52,105.68,113.04,37.89,20.47,172.14,133.07,20.45,15.64,36.5,53.16,298.42,221.63,112.2,64.02,44.28,89.3,52.83,1610.49,18.92,72.35,98,152.36,44.88,88.34,64.53,56.14,40.96,15.12,162.79
17-06-2021,36.55,226,15.65,376.53,131.24,105.37,114.47,38.46,20.22,170.98,131.88,20.23,15.8,37.02,53.21,283.38,224.41,112.85,63.45,43.71,89.94,52.86,1613.08,19,72.38,96.44,148.54,44.02,86.64,64.6,56.29,40.97,14.92,163.75
18-06-2021,35.71,225.06,15.54,375.53,131.69,105.59,114.51,38.01,21,170.68,131.77,20.41,15.78,36.84,52.13,281.97,225.58,113.87,63.49,43.69,88.53,53.19,1629.99,19.25,72.6,93.84,148.13,44.17,89.85,64.93,56.46,39.82,14.76,163.6
21-06-2021,36.09,225,15.93,379.91,129.51,105.71,114.34,38.21,21.24,171.53,132.35,20.36,15.77,36.7,51.91,279.96,225.91,111.02,63.31,43.46,89.01,51.68,1621.76,19.04,72.51,94.78,149.81,43.81,87.95,64.97,58.5,40.12,14.9,163
22-06-2021,35.5,217.19,15.94,362.82,128.56,104.76,114.85,37.34,21.4,169.31,130.65,20.11,15.65,36.27,51.56,277.8,221.96,113.76,63.36,44.08,89.54,52.57,1615.36,18.99,72.57,93.25,149.65,43.84,90.92,62.8,58.22,39.96,14.95,160.58
23-06-2021,35.22,218.34,16.14,371.13,129.38,103.5,113.71,37.48,21.12,169.06,131.65,19.72,15.35,36.47,51.95,279.08,226.6,116.04,63.69,43.86,88.9,51.52,1621.11,18.85,72.49,91.87,150.75,43.42,91.68,62.43,58.12,39.83,14.98,160.8
24-06-2021,35.34,218.36,17.18,376.45,129.58,103.03,113.4,37.29,20.96,168.12,132.13,19.83,15.32,36.61,52.35,280.03,227.61,116.02,64.91,43.66,90.9,51.09,1614.53,18.73,71.59,94,156.18,43.94,91.87,61.89,57.88,39.96,14.89,160.84
25-06-2021,35.22,218.06,17.26,376.74,130.71,103.24,113.39,37.03,20.62,167.74,133.01,20.04,15.16,36.11,51.87,278.03,227.99,119.38,64.84,43.82,91.5,51.07,1616.18,18.57,70.91,92.57,155.95,43.83,92.04,62.34,57.82,39.82,15.1,162.21
28-06-2021,35.61,213.68,17.02,370.42,129.23,102.9,114.61,37.33,20.29,167.31,131.17,19.87,15.23,35.78,51.82,275.41,223.3,117.08,65.21,43.25,89.55,52.26,1619.18,18.61,71.23,92.56,156.91,43.65,92.31,63.5,56.95,39.04,14.94,160.04
29-06-2021,35.01,212.51,16.74,365.34,129.35,103.48,115.67,36.86,20.19,166.78,129.11,19.8,15.24,35.73,51.67,271.68,223.71,117.44,66.23,43.17,88.8,51.72,1619.64,18.65,70.31,93.57,156.98,43.66,93.84,62.43,56.21,38.44,14.89,159.5
30-06-2021,35.37,212.15,16.82,367.89,128.76,105.47,115.62,38.18,20.57,168.13,130.32,19.72,15,35.47,52.14,275.16,222.81,117.23,65.07,43.91,88.75,52.44,1615.13,18.44,70.54,92.91,160.95,43.89,93.76,62.29,57.02,38.78,14.96,159.47
1-07-2021,35.19,211.68,16.75,369.84,131.78,105.82,116.58,39.4,20.11,168.7,129.6,19.52,14.89,35.07,54.6,276.14,224.19,112.72,64.18,43.09,90.23,52.57,1614.54,18.76,71.71,93.41,161.89,43.77,93.95,63.28,57.36,38.84,15.15,160.46
2-07-2021,35.02,212.11,16.47,372.25,130.38,104.96,117.12,39.33,20.49,167.67,129.4,19.69,14.8,36.07,53.56,278.77,224.95,116.96,63.8,42.7,90.06,52.4,1623.04,18.64,71.23,93.42,160.26,43.38,94.8,64.36,57.5,38.75,15.29,160.69
5-07-2021,35.04,213.31,16.48,368.03,130.03,104.27,116.62,39.79,20.44,170.01,131.94,19.78,15.01,37.44,53.54,280.18,226.27,114.93,64.55,42.66,89.38,52.03,1615.65,18.78,71.33,94.43,160.8,43.81,95.08,64.73,59.59,38.58,15.37,159.35
6-07-2021,35.04,212.45,16.34,369.78,128.64,105.27,117.13,40.51,20.47,168.67,128.71,19.68,14.98,37.87,53.08,278.47,221.36,112.7,63.53,42.08,88.09,52.45,1615.56,18.7,70.22,93.63,160.88,43.64,93.85,64.1,56.52,39.17,15.15,157.44
7-07-2021,35.35,221.09,16.58,376.93,129.26,105.06,117.1,42.16,20.53,169.85,132,19.74,14.73,36.91,53.94,278.09,220,113.36,63.23,42.45,89.81,52.78,1610.21,18.43,69.93,93.57,160.71,45.19,93.73,63.5,53.97,38.78,15.17,157.1
