Date,KIMBERA.MF.Equity,GAPB.MF.Equity,CEMEXCPO.MF.Equity,ASURB.MF.Equity,GFNORTEO.MF.Equity,KOFUBL.MF.Equity,ACa.MF.Equity,VOLARA.MF.Equity,LABB.MF.Equity,FEMSAUBD.MF.Equity,OMAB.MF.Equity,GFINBURO.MF.Equity,AMXL.MF.Equity,ALSEAa.MF.Equity,ORBIAa.MF.Equity,PE&OLESa.MF.Equity,GRUMAB.MF.Equity,RA.MF.Equity,WALMEXa.MF.Equity,BOLSAA.MF.Equity,LIVEPOLC.MF.Equity,CUERVOa.MF.Equity,ELEKTRAa.MF.Equity,SITES1.MF.Equity,MEGACPO.MF.Equity,Qa.MF.Equity,GCCa.MF.Equity,BIMBOA.MF.Equity,GMEXICOB.MF.Equity,GCARSOA1.MF.Equity,TLEVICPO.MF.Equity,VESTAa.MF.Equity,ALFAA.MF.Equity,PINFRAa.MF.Equity
25-06-2018,31.18,185.94,12.6,313.87,111.89,114.1,123.46,10.64,16.71,171.44,100.34,28.39,16.28,66.65,55.01,341.83,237.48,106.01,52.86,34.24,121.7,28.68,527.42,13.94,81.4,49.47,126.08,37.31,56.92,64.94,72.19,25.15,18.08,179.63
26-06-2018,32.38,185.9,13.14,313.51,113.06,113.87,122.33,10.38,16.65,172.73,102.24,28.17,16.25,65.75,55.44,339.04,233.96,104.87,52.37,34.29,122.06,28.76,533.84,14.12,81.07,49.45,126.78,37.22,56.2,64.88,72.37,25.06,17.82,180.77
27-06-2018,32.05,188.36,12.94,313.32,112.24,112.31,121.98,10.22,16.94,171.37,102.51,27.98,16.48,65.39,56.37,339.02,234.02,104.83,52.27,33.9,122.64,28.43,524.68,14.15,81.83,48.3,127.12,36.66,55.81,64.8,73.99,25.19,18.05,177.9
28-06-2018,33.13,187.7,13.01,312.97,113.34,111.49,122.14,10.18,16.61,171.7,103.46,27.48,16.46,66.02,56.91,337.78,240.19,105.51,52.39,33.59,124.26,28.8,542.33,14.21,81.53,49.87,127.11,37.12,55.86,64.66,73.49,25.53,18.33,178.17
29-06-2018,33.55,183.89,13.06,315.37,117.07,112.46,122.26,10.1,16.59,174.95,103.57,27.8,16.57,68.4,57.43,356.04,242.9,106.64,52.36,33.32,127.44,28.73,541.77,14.41,81.83,49.11,128.85,38.69,56.39,67.05,75.38,25.92,18.64,177.44
2-07-2018,33.09,181.54,12.69,311.56,111.94,109.94,121.56,9.94,16.25,172.19,102.4,27.84,16.15,65.57,57.06,331.38,238.94,105.02,51.56,33.87,126.17,28.75,515,14.3,82.94,48.34,125.71,37.44,55.81,64.34,73.58,26.08,18.24,176.09
3-07-2018,33.48,184.89,12.96,309.42,115.46,112.3,121.48,10.23,16.28,172.53,104.22,28.04,16.12,66.06,57.54,341.96,246.33,105.86,51.51,34.99,126.84,28.99,520.03,14.46,82.36,49.32,124.42,37.07,55.4,66.45,74.38,25.67,18.21,175.73
4-07-2018,33.36,186.84,13.06,311.57,116.55,112.97,120.28,10.13,16.26,173.8,103.52,28.11,16.12,65.91,57.31,346.53,244.1,107.3,51.74,34.95,127.39,29.32,530.18,14.39,85.1,48.08,120.82,37.92,54.97,66.98,76.06,25.83,18.31,177.49
5-07-2018,34.37,188.78,13.45,314.27,122.71,114.99,125.73,10.67,16.67,179.46,104,29.23,16.65,69.4,59.09,346.99,249.13,108.98,53,36.35,134.84,30.25,547.53,14.54,85.79,48.58,125.48,39.76,56.02,68.25,73.96,27,18.53,180.44
6-07-2018,34.57,189.22,13.34,320.45,124.65,116.62,124.98,11.57,16.86,182.66,108.61,29.7,16.84,69.15,59.69,341.52,250.23,112.51,53.41,36.44,132.55,29.64,539.55,14.65,87.11,47.57,124.88,40.31,55.81,67.79,74.75,28.78,18.63,183.24
9-07-2018,34.51,190.52,13.45,313.57,122.43,117.3,125.03,11.34,16.75,181.56,108.88,29.36,17.22,69.98,59.52,348.6,258.06,113.34,53.68,35.81,133.82,29.49,542.42,14.72,89.23,47.4,125.24,40.39,57.46,69.85,75.23,28.71,18.91,185.93
10-07-2018,34.92,189.2,13.31,311,118.77,117.41,125.64,11.43,16.72,178.53,107.81,29.4,16.98,68.25,59.55,342.45,254.04,111.95,55.14,35.26,133.94,29.3,574.2,14.68,89.86,47.26,126.37,40.3,56.57,70.08,76.89,28.24,18.96,187.29
11-07-2018,35,190.35,13.27,309.59,119.87,117.31,125.94,11.74,17.27,180.54,108.65,29.32,17.06,68.42,59.74,338.41,254.45,113.05,53.11,35.22,134.89,29.05,603.45,14.36,90.06,49.17,128.49,39.94,55.01,71.08,79.43,27.56,18.66,187.99
12-07-2018,34.97,188.04,13.05,307.8,121.53,116.95,122.3,12,16.59,179.89,109.66,29.3,16.75,67.84,59.77,335.21,251.89,113.02,53.49,35.34,134.86,29.05,619.57,14.57,89.97,49.5,127.95,40.01,54.33,69.53,77.34,28.15,18.13,186.77
13-07-2018,34.49,188.4,12.86,313.54,119.96,115.78,121.43,12.25,16.46,180.92,107.11,29.43,16.6,66.77,58.94,331.78,247.01,112.76,53.18,35.3,137.84,28.9,607.41,14.54,88.66,49.96,130.31,39.62,53.41,68.7,77.02,28.14,18.5,187.13
16-07-2018,34.24,188.23,12.63,319.52,121.92,116.46,123.3,11.95,15.87,180.22,108.99,29.28,16.64,66.37,58.89,329.86,249.39,113.44,52.53,35.23,136.85,28.65,586.82,14.96,87.96,50.99,127.69,38.98,53.4,69.16,79.39,28.99,18.63,186.14
17-07-2018,34.99,188.68,12.58,329.22,122.25,117.18,122.43,11.63,16.04,180.59,109.34,29.45,16.46,65.16,61.02,329.32,247.93,115.14,53.92,35.71,136.11,28.49,594.02,15.08,87.22,50.12,126.38,38.18,55.07,71.41,79.43,28.61,18.97,186.4
18-07-2018,34.8,189.81,12.82,325.39,124.57,117.16,123,11.54,15.61,181.62,108.42,29,16.47,66,61.82,321.97,248.13,113.26,54.91,36.9,134.01,27.85,623.61,15.08,87.6,50.36,126.42,38.9,55.54,70.85,78.99,28.88,19.1,186
19-07-2018,34.71,187.58,12.78,323.34,124.99,117.03,123.48,11.44,15.29,181.63,110.13,29.43,16.12,65.83,62.24,317.48,244.95,113.4,54.98,35.61,133.07,27.47,611.35,15.1,86.52,50.13,125.86,38.84,54.32,70.93,77.39,28.58,19.08,185.07
20-07-2018,33.9,189.64,12.73,330.1,126.6,116.35,121.65,12.5,15.41,181.96,112.72,29.7,15.96,67.67,63.05,321.5,248.86,115.83,55.76,36.01,135.55,27.24,619.62,14.97,86.69,50.37,126.01,39.85,54.41,71.32,76.29,28.93,18.95,184.64
23-07-2018,34.09,188.8,12.72,335.07,126.98,116.72,121.8,12.77,15.51,181.37,112.11,29.35,15.9,66.73,62.84,317.26,248.7,114.59,55.73,36.05,136.15,26.95,635.78,14.75,86.41,50.53,124.94,38.44,54.63,71.86,75.23,29.08,19.36,182.86
24-07-2018,34.02,193.02,13.17,345.03,128.06,117.46,122.09,12.93,15.65,183.89,115.01,29.27,16.01,67.14,63.26,321.44,249.87,112.85,56.79,35.44,138.51,26.99,622.52,14.53,86.55,50.73,124.9,38.63,56.03,72.18,75.67,29,19.37,184.76
25-07-2018,34.95,191.65,13.23,340.43,127.08,118.62,123.99,13.23,15.65,183.83,116.35,30.02,16.04,66.73,63.37,309.79,249.53,111.14,57.48,34.7,138.44,26.81,641.27,14.49,86.39,50.95,120.68,38.01,57.34,71.19,74.48,29.31,19.42,186.17
26-07-2018,34.53,192.26,13.82,344.07,129.26,116.51,124.88,13.3,15.47,181.88,116.77,30.32,15.86,65.67,64.04,317.82,245.77,114.26,54.09,35,134.22,26.33,638.82,14.41,87.81,49.47,121.23,38.18,57.44,72.14,74.61,29.29,19.53,189.32
27-07-2018,34.67,185.69,13.93,344.8,129.82,115.89,121.61,13.9,15.45,183.32,115.75,30.93,15.88,65.47,63.46,315.95,235.9,113.98,54.2,35.18,132.25,26.05,684.13,14.04,89.37,49.83,121.76,39.1,57.82,74.53,74.62,29.35,20,189.17
30-07-2018,34.67,180.61,14.01,336.98,129.87,116.66,122.67,13.75,15.3,181.55,114.6,30.87,15.95,64.22,64.8,309.97,242.39,113.95,54.18,34.63,138.7,26.01,713.74,13.81,89.77,49.92,121.53,39.74,58.09,76.89,74.42,29.41,20.34,193.02
31-07-2018,34.3,176.12,13.89,331.59,129.96,116.7,123.72,13.68,14.87,182.84,113.37,30.7,15.97,64.29,65.25,316.01,241.24,113.32,54.43,35.53,138.31,25.97,686.66,13.78,89.69,49.91,121.03,39.66,58.6,77.51,74.19,29.53,20.46,193.05
1-08-2018,34.26,182.23,13.9,339.46,128.87,115.87,121.43,13.41,14.11,181.38,113.94,31,15.8,64.54,65.28,321.07,235.15,115.48,54.78,34.96,135.43,25.75,684.17,13.8,88.95,50.6,127.33,38.48,57.2,76.51,74.08,29.41,20.02,195.7
2-08-2018,33.71,182.42,13.78,336.38,127.16,114.96,121.86,13.12,13.76,181.31,112.73,30.95,15.7,64.01,65.18,319.61,231.14,112.85,54.47,35.1,136.64,25.6,694.73,14.01,87.86,50.69,124.01,38.26,56.16,74.26,73.11,29.36,19.62,194.11
3-08-2018,34.21,181.49,13.88,338.67,125.62,115.77,126.11,13.47,14.68,181.88,115.19,30.73,15.72,65.5,65.92,323.38,232.17,114.18,53.6,37.08,137.77,26.06,704.98,14.43,86.94,50.43,124.02,39.18,57.56,75,73.98,29.45,20.14,196.02
6-08-2018,33.81,178.39,13.93,344.12,127.05,114.72,124.6,13.15,15.03,181.52,114.84,30.11,15.72,66.37,66.31,315.92,235.72,112.04,54.03,37.51,136.95,25.78,700.58,14.5,86.49,49.36,125.99,39.26,57.43,72.96,74.06,29.44,20,194.38
7-08-2018,34.11,178.28,13.77,345.93,132.98,115.8,126.2,13.52,15.35,186.01,117.08,30.76,16.17,66.35,67.56,323.95,238.39,113.98,53.32,38.03,136.85,25.86,708.83,14.6,84.99,50.01,126.04,40.33,57.38,76.02,73.86,29.47,20.11,198.56
8-08-2018,34.41,177.15,13.79,343.58,134.35,115.55,124.96,13.4,15.16,186.51,116.76,30.91,16.27,66.43,66.15,316.65,232.85,113.97,52.63,37.59,137.05,25.7,750.09,14.54,85.91,48.9,124.51,39.97,56.78,73.95,73.9,29.45,19.83,194.99
9-08-2018,34.43,178.8,13.28,345.16,131.67,115.64,123.5,13.71,15.11,185.54,118.55,30.75,15.94,65.67,65.03,312.99,227.35,114,51.78,37.43,137.08,25.87,764.66,14.68,85.99,48.11,124.26,39.57,56.82,71.79,71.15,28.93,19.78,193.58
10-08-2018,33.36,177.28,13.28,341.18,125.87,113.6,121.57,13.51,15.14,181.59,118.18,30.24,15.66,64.26,63.98,308.47,227.2,113.54,50.93,36.88,132.82,25.86,783.24,14.53,85.48,47.52,122.72,38.8,55.49,68.45,70.91,28.35,19.54,193.86
13-08-2018,33.79,178.62,13.18,344.38,127.58,113.65,123.39,13.54,15.65,182.92,120.89,30.44,15.78,64.65,64.43,307.8,229.11,114.32,52.05,37.44,135.23,25.8,785.87,14.72,85.23,47.37,125.25,39.16,55.91,70.28,70.51,28.17,19.62,194.36
14-08-2018,33.84,178.99,13.42,355.44,129.59,114.4,122.42,13.56,15.67,181.46,120.22,30.81,15.9,65.05,64.78,315.8,235.14,113.88,52.73,36.51,137.28,25.68,793.78,14.67,84.97,48.12,125.33,39.48,55.99,71.94,70.41,29.26,19.75,199.5
15-08-2018,33.03,178.72,13.12,346.32,128.2,114.14,121.48,13.23,16,181.97,118.43,30.46,15.71,65,64.04,308.09,234.63,114.03,52.41,36.28,134.74,25.68,796.47,14.53,84.36,48,123.81,38.63,54.09,69.47,70.04,28.57,19.66,198.13
16-08-2018,32.99,179.11,12.59,339.47,125.13,112.56,122.37,13.49,16.18,182.01,114.23,29.35,15.58,65.1,64.21,303.11,233.17,113.4,53.27,36.54,131.4,25.7,800.09,14.56,84.48,46.89,122.88,38.96,51.99,68.32,70.14,28.02,19.33,195.68
17-08-2018,33.18,173.1,12.75,326.94,125.88,117.82,124.87,13.4,16.43,182.43,113.22,29.97,15.72,66,63.51,300.33,237.01,114.71,53.31,36.57,131.06,26.1,866.27,14.51,84.95,46.95,121.88,39.1,52.54,69.9,68.73,28.01,19.49,197.61
20-08-2018,33.33,174.97,12.77,334.88,128.5,117.88,123.88,13.39,16.64,184.55,112.46,30.12,15.98,67.2,63.06,309.16,237.83,116.55,52.76,36.89,134.07,26,886.87,14.47,85.98,47.33,122.74,39.94,53.81,70.07,69.72,27.73,19.61,200.1
21-08-2018,33.3,175.11,13.19,335.66,132.06,117.5,123.59,13.84,17.42,184.29,113.46,30.54,16.41,67.5,63.31,312.63,235.52,116.19,53.4,36.36,136.69,26.52,899.87,14.48,87,46.61,122.15,40.3,53.63,72.44,69.64,28.21,19.96,197.96
22-08-2018,33.46,181.27,13.39,348.05,134.23,117.99,122.81,14.01,17.49,184.32,115.38,31.1,16.42,67.58,62.87,322.53,239.93,115.62,54.68,37.38,137.08,26.65,930.38,14.5,86.38,47.19,121.2,40.5,54.76,74.85,69.49,28.9,20.42,201.97
23-08-2018,33.99,182.17,13.3,348.6,135.41,117.72,123.49,13.76,17.01,184.08,115.37,31.09,16.02,68.02,64.01,321.37,239.89,116.41,54.96,37.44,136.33,26.91,947.29,14.49,87.3,47.17,121.47,40.26,54.37,74.46,69.53,28.87,20.08,203.94
24-08-2018,34.14,187.58,13.27,349.82,132.33,116.02,122.86,14.08,16.65,183.8,116.99,30.96,16.13,67.62,64.5,325.04,239.55,116.02,54.08,36.55,137.19,26.71,950.83,14.75,87.19,47.29,123.37,40.24,55,73.31,69.34,28.68,19.81,205.15
27-08-2018,34.28,191.61,13.83,353.66,134.67,117.81,123.99,14.25,16.72,185.68,121.14,31.05,16.32,68.78,64.5,330.1,239.97,118.11,55.06,38.04,140.03,26.7,962.15,14.59,87.91,48.47,123.3,40.63,56.5,73.45,70.14,28.79,20.1,204.21
28-08-2018,34.3,194.76,13.56,356.57,133.23,115.87,121.28,13.8,16.65,184.88,124.24,30.53,16.37,69.03,63.57,323.41,239.14,118.5,54.52,37.19,135.8,27,920.44,14.77,87.28,49.41,123.84,39.9,55.78,72.14,69.15,28.57,20.23,203.09
29-08-2018,34.71,198.12,13.78,358.39,130.91,115.58,121.15,13.74,16.19,185.25,126.6,30.94,16.55,69.47,63.38,325.26,239.91,118.98,54.33,39.01,138.43,26.98,875.88,14.71,89.47,49.43,123.59,40.66,56.19,72.46,69.9,27.51,20.33,206.17
30-08-2018,33.98,198.22,13.68,358.55,129.99,114.24,119.86,13.6,16.34,185.67,126.18,30.72,16.22,67.52,64.05,325.66,239.99,117.72,52.98,38.27,135.72,26.92,859.14,14.73,89.7,48.77,123.5,39.49,55.78,72,67.85,27.1,20.21,205.64
31-08-2018,33.56,197.24,13.53,357.92,130.86,114.93,117.56,13.96,16.54,182.71,126.02,30.36,16.05,68.06,64.69,324.74,242.05,117.31,52.89,38.61,134.51,27.05,897.8,14.89,89.87,47.89,124.87,39.75,56.02,70.7,68.94,27.13,20.28,202.44
3-09-2018,33.81,195.02,13.39,357.05,129.13,116.14,119.54,13.97,16.61,183.5,127.63,30.48,16.1,67.37,63.9,320.51,240.53,115.94,52.57,38.7,134.32,27.13,915.42,14.73,90,47.7,124.49,39.78,55.33,70.68,69.58,27.09,20.33,205.37
4-09-2018,33.86,192.68,13.41,355.28,126.22,113.64,119.56,13.75,16.41,182.77,122.9,29.27,15.79,66.66,63.69,317.26,238.57,117.87,53.01,38.72,132.82,27.5,872.99,15,90.16,47.41,127.01,39.38,54.52,69.24,67.92,26.58,19.66,201.19
5-09-2018,32.89,194.13,13.13,351.44,130.24,112.41,117.04,14.19,16.31,182.01,123.97,29.27,15.3,65.91,64.5,317.97,238.23,117.11,52.6,38.93,131.56,27.66,862.71,14.8,89.8,48.55,126.73,38.74,53.96,68.01,67.13,26.88,19.91,203.19
6-09-2018,32.88,194.94,13.07,360.72,129.91,113.24,118.32,14.2,16.43,182.34,124.72,29.39,15.51,65.9,64.17,323.83,238.43,116,52.68,38.91,131.97,28.01,851.76,14.95,90.6,49.27,125.21,38.41,54,68.57,66.84,27.03,20.4,199.9
7-09-2018,32.67,195.94,13.17,363.73,130.06,114.39,118.72,15.1,16.59,184.4,125.62,29.27,15.71,67.32,64.01,323.41,239.12,117.92,52.25,39.02,132.43,28.18,820.95,14.99,89.82,49.93,125.49,38.81,54.22,68.88,68.82,27.07,20.2,202.37
10-09-2018,32.68,194.53,13.11,362.33,128.34,114.46,120.01,15.45,16.97,182.66,124.01,29.38,15.71,67.2,63.73,317.83,239.22,116.34,52.76,38.99,134,28.13,850.92,14.48,90.77,50.04,126.43,38.84,53.94,70.85,67.73,27.74,20.14,202.89
11-09-2018,32.08,195.86,13.11,366.67,130.86,113.82,121.57,15.82,17.02,182.68,128.54,29.28,15.6,66.05,63.68,310.86,236.54,115.63,53.26,39.21,134.21,28.25,860.87,14.53,91.04,49.95,125.2,38.72,52.84,69.56,68.12,27.5,19.98,200.99
12-09-2018,32.55,202,13.31,383.38,132.54,114.31,119.24,15.6,17.14,181.03,129.05,30.14,16.05,65.3,63.67,322.93,236.98,116.51,52.67,39.26,136.17,28.27,824.99,15.08,91.45,50.25,127.17,38.88,53.05,66.98,69.09,27.31,20.23,199.51
13-09-2018,32.65,201.64,13.34,392.14,134,113.84,119.75,15.14,17.21,183.73,129.13,30.34,16.06,65.96,64.29,320.27,237.28,116.55,54.53,39.29,139.78,28.43,830.42,14.83,92.46,50.29,126.88,38.96,53.29,66.81,69.52,28.59,20.37,201.12
14-09-2018,32.65,200.42,13.44,382.27,133.67,112.76,117.87,15.18,17.43,184.71,127.85,30.14,15.67,66.84,63.95,320.73,238.66,117.85,54.87,39.31,139.99,28.83,840.21,14.99,91.54,50.08,127,39.78,53.06,67.02,70.12,28.27,20.4,199.79
17-09-2018,32.2,199.59,13.38,377.93,133.02,112.18,117.04,14.97,17.42,185.18,127.26,30.29,15.55,65.69,63.36,331.02,238.14,117.13,54.73,38.89,138.79,29.32,824.91,14.9,94.77,49.86,127.3,40,52.81,63.06,70.3,28.3,19.81,201.49
18-09-2018,32.18,201.07,13.58,386.29,133.7,112.66,118.36,14.59,17.41,184.94,132.24,30.29,15.61,65.35,63.7,333.63,239.83,117.51,54.9,39.13,140.89,29.6,818,14.88,95.41,48.74,126.21,40.5,53.5,62.2,70.71,28.91,19.85,203.9
19-09-2018,32.5,200.14,13.49,384.18,131.05,114.29,118.98,15.18,17.45,182.4,130.65,30.37,15.6,66.15,63.73,335.95,239.79,117.49,56.19,39.3,143.32,30.16,822.99,14.98,96.12,49.71,127.23,40.48,53.39,61.76,70.54,28.79,20.07,200.75
20-09-2018,32.64,200.4,13.48,385.27,129.93,114.52,120.79,14.91,17.23,183.5,132.12,30.31,15.62,65.23,63.36,338.94,238.55,117.1,56,39.26,141.89,29.52,825.86,15.18,96.48,49.97,126.9,40.12,52.67,60.85,70.38,29.27,20.09,199.98
21-09-2018,33.48,196.91,13.28,381.84,129.9,114.21,121.23,14.9,17.01,181,129.65,30.28,15.57,64.65,63.46,345.86,238.16,115.29,55.47,38.81,138.66,29.88,815.53,14.89,95.11,50.07,124.48,40.25,55.2,62.56,69.38,28.76,19.8,199.82
24-09-2018,33.2,198.07,13.13,379.54,131.74,114.03,120.51,14.48,16.61,180.06,130.12,29.85,15.54,64.46,63.46,348.23,234.87,116.77,56.05,39.49,139.58,29.98,817.23,14.87,95.92,50.22,123.73,40.39,55.66,63,70.31,28.75,19.43,198.32
25-09-2018,33.42,198.36,13.15,380.26,133.66,114.05,120.49,14.93,16.78,182.02,128.99,30.36,15.56,65.23,63.59,344.59,236.7,117.29,56.23,39.62,139.82,29.88,826.5,14.98,94.59,49.91,123.87,40.62,56.16,62.66,69.87,28.96,19.3,195.94
26-09-2018,33.84,200.03,13.07,382.43,133.86,114.44,119.73,14.83,16.84,182.18,129.81,30.04,15.42,65.46,63.79,334.77,237.27,117.29,56.75,39.02,140.78,30.13,831.27,15,96.91,50.17,123.44,40.69,55.86,62.59,67.68,28.66,19.37,197.09
27-09-2018,33.76,202.47,13.32,386.55,134.7,114.23,119.55,15.48,16.77,183.17,131.64,30.01,15.3,65.08,63.56,330.28,237.45,115.96,57.16,38.43,138.72,30.01,842.85,14.71,97.57,49.69,123.41,40.56,54.72,62.72,67.87,28.75,19.63,192.81
28-09-2018,33.3,204.58,13.14,382.63,135.3,114.26,120.88,14.06,16.39,185.18,133.45,29.36,15.04,63.67,64.36,322.37,239.24,117.78,57.03,38.26,140.44,30.33,853.42,14.77,96.28,49.88,122.81,39.91,53.95,62.07,66.54,28.85,19.47,199.09
1-10-2018,33.85,207.55,13.36,385,136.38,115.29,122.17,13.79,15.95,187,135.79,29.72,15.24,64.22,64,322.6,238.09,118.01,56.28,38.26,141.87,30.57,836.63,14.61,96.4,48.8,123.29,39.86,54.44,62.31,67.08,29.27,19.27,204.82
2-10-2018,33.67,204.56,13.12,383.18,132.25,118.24,121.37,13.92,16.5,186.17,133.59,29.95,15.16,62.78,64.18,328.65,239.46,116.26,54.72,38.84,143.92,30.57,843.1,14.44,96.31,49.83,121.37,39.04,54.7,62.34,67.42,29.27,19.27,200.03
3-10-2018,32.41,203.15,12.99,381.45,133.24,118.16,118.38,14.26,16.03,184.5,129.04,29.77,14.68,63.08,64.65,323,241,115.72,55.5,37.84,144.82,30.37,848.87,14.46,96.37,48.41,120.13,38.82,53.37,62.42,66.33,29.42,19.59,200.18
4-10-2018,32.2,201.42,12.66,372.4,132.1,117.23,118.97,13.8,15.98,185.63,129.84,29.74,14.71,62.91,64.65,322.09,234.94,116.37,54.71,37.74,142.21,30.19,850.81,14.27,96.2,47.36,118.47,38.55,53.51,62.71,64.24,29.05,19.37,200.04
5-10-2018,31.45,200.34,12.13,370.77,131.82,117.94,117.89,13.26,15.57,183.7,127.66,29.76,14.59,60.71,64.69,328.4,227.61,115.48,53.42,37.18,141.78,29.62,830.01,14.19,97.38,47.25,117.77,38.19,52.24,62.38,64.06,28.69,18.88,197.95
8-10-2018,30.99,200.19,12.06,369.92,129.82,118.04,117.92,13.63,15.34,183.85,125.88,29.07,15.12,61.04,65.25,323.84,225.26,116.7,54.09,37.49,143.14,29.43,830.37,14.36,98.03,47.1,116.72,38.31,50.8,60.87,64.95,28.52,18.66,198.1
9-10-2018,31.11,198.72,12.18,375.43,131.92,117.99,117.32,14.32,15.49,186.06,131.17,28.93,15,60.41,64.76,325.1,234.3,116.33,55.11,37.56,142,29.47,821.3,14.14,99.65,46.58,115.47,38.54,51.72,61.63,65.28,28.54,19.32,198.87
10-10-2018,31.08,198.43,11.93,367.37,133.18,116.52,115.6,13.97,15.35,184.99,128.46,29.15,14.97,59.65,64.53,322.62,229.03,114.58,54.82,36.78,140.99,29.74,813.96,13.91,95.9,44.95,114.34,38.27,50.95,61.12,62.68,28.41,19.16,197.56
11-10-2018,31.32,191.54,11.6,354.44,132.08,115.93,116.08,13.2,15.06,182.26,123.9,28.6,14.75,59.09,63.41,335.3,229.31,113.49,53.74,37.37,141.06,29.31,802.15,14.09,94.54,43.94,116.17,38.61,51.33,60.6,62.57,28.14,18.53,196.22
12-10-2018,31.55,190.73,11.77,356.66,131.57,115.13,116.17,13.39,14.76,180.15,124.75,28.89,14.54,59.26,63.09,337.18,225.27,114.47,53.87,36.58,142.13,29.3,783.84,14.23,96.97,45,114.58,37.35,51.59,61.21,62.57,28,18.79,196.63
15-10-2018,31.36,191.01,11.99,356.44,132.18,115.74,116.49,13.43,14.73,180.52,123.45,28.74,14.59,59.15,63.64,339.06,233.3,114.48,55.27,36.88,140.89,29.37,777.56,14.05,96.28,45,112.65,37.34,51.53,62.11,62.23,27.86,19.49,195.73
16-10-2018,31.87,195.79,12.1,362.01,132.58,117.12,117.38,13.48,14.68,184.62,126.41,28.74,14.87,58.88,64.71,337.26,230.08,114.87,55.25,36.81,143.66,30.35,776.67,14.08,95.89,45.51,115.61,38.22,51.93,62.36,62.71,28.14,19.37,195.02
17-10-2018,31.44,192.57,11.83,356.79,133,117.49,116.6,13.21,14.37,185.37,123.98,28.89,14.24,59.91,64.6,326.33,226.9,116.95,56.82,35.29,143.11,31.04,776.91,14.12,97,44.54,114.29,37.67,50.55,61.53,62.42,28.27,19.25,194.38
18-10-2018,30.75,186.99,11.32,349.58,130.82,116.95,115.64,12.48,13.85,184.6,121.34,28.5,14.08,58.08,62.94,323.77,215.72,116.49,55.29,34.88,141.74,30.64,778.74,14.11,96.76,42.62,112.79,37.46,48.89,60.1,60.67,27.9,19.4,190.65
19-10-2018,31.42,188.35,11.4,363.06,133.16,117.98,114.2,12.45,13.81,184.43,124.33,28.42,14.32,57.93,61.63,326.18,218.12,116.53,56.97,33.63,143.87,30.66,753.96,13.86,97.98,43.67,111.83,36.78,48.27,61.7,61.36,27.75,19.64,190.77
22-10-2018,30.46,190.4,11.02,356.63,131.86,115.1,112.62,12.5,13.53,179.8,124.32,28.29,14.14,55.97,62.57,324.27,218.58,112.58,57.86,33.23,145.75,31.34,766.45,13.75,98.47,42.08,110.03,36.78,47.54,61.51,59.13,26.97,19.66,193.33
23-10-2018,30.63,187.61,10.76,342.61,128.77,117.97,111.95,12.84,13.32,178.31,122.48,27.87,14.06,57.84,61.57,336.51,218.73,108.43,56.74,33.47,150.36,30.91,782.99,13.76,99.72,42.78,108.93,37.22,47.01,60.36,58.46,27.05,18.99,191.13
24-10-2018,30.11,185.23,10.58,326.68,126.34,116.03,111.01,12.97,13.28,179.76,119.18,28.34,13.79,57.58,61.23,323.52,218.21,109.29,56.62,33.25,145.14,30.78,784.12,13.41,98.4,41.58,105.72,36.38,47.22,59.93,57.45,26.62,18.62,190.47
25-10-2018,30.02,185.61,10.42,331.8,127.92,116.09,110.94,13.01,13.7,179.18,120.98,28.39,14.15,57.45,58.69,329.32,219.31,110.75,57.45,32.62,148.5,30.19,789.6,13.08,97.86,40.66,106.72,38.3,47.53,60.16,56.66,27.03,18.77,191.74
26-10-2018,29.29,182.48,10.24,332.76,125.96,116.11,111.76,13.71,13.53,178.85,118.07,28.57,14.07,56.21,55.52,331.59,219.57,108.55,56.33,31.79,145.26,25.93,799.35,13.14,96.98,45.43,111.88,38.2,47.87,59.74,55.14,26.95,18.35,194.36
29-10-2018,28.58,173.81,9.76,325.41,115.19,114.6,107.09,12.81,12.65,174.4,109.9,27.48,13.9,54.88,52.76,296.94,213.87,102.34,52.73,31.44,141.94,25.14,803.27,12.49,94.97,41.08,110.09,36.4,46.1,58.9,54.14,25.13,17.74,188.32
30-10-2018,29.81,162.9,10.12,319.67,110.05,114.81,105.37,12.42,13.62,170.56,105.62,27.7,14.2,52.34,54.13,295.06,207.56,98.2,52.35,30.94,136.35,24.69,857.13,12.6,91.28,41.53,107,37.89,44.82,60.85,57.42,24.56,17.53,181.1
31-10-2018,29.28,168.05,10.14,337.64,111.76,115.86,102.15,12.42,13.05,172.69,106.29,26.33,14.71,51.94,53.66,286.3,212,98.93,51.88,30.61,128.73,24.95,859.76,12.53,90.07,40.93,109.47,38.05,46.87,59.78,58.56,24.8,17.28,184.86
1-11-2018,29.54,172.94,10.88,353.59,118.69,118.58,106.97,13.14,13.31,175.65,109.12,27.93,15.32,52.59,54.3,286.37,220.1,101.71,51.95,31.28,130.59,24.9,870.08,13.1,91.25,42.55,114.91,38.7,48.06,59.7,61.84,25.23,17.84,189.69
2-11-2018,29.54,172.94,10.88,353.59,118.69,118.58,106.97,13.14,13.31,175.65,109.12,27.93,15.32,52.59,54.3,286.37,220.1,101.71,51.95,31.28,130.59,24.9,870.08,13.1,91.25,42.55,114.91,38.7,48.06,59.7,61.84,25.23,17.84,189.69
